contract_no,contract_serial,contract_type,contract_status_no,state,out_date,out_time,in_date,in_time,days,out_milage,in_milage,milage_changed,vehicle_id,is_status_5,matches_cancelled_flag
76582,30676,C,5,closed,"2024-09-05 00:00:00",18:52:36,"2024-09-05 00:00:00",18:52:36,0,37883,0,yes,1829,yes,matches
76579,30673,C,5,closed,"2024-09-05 00:00:00",17:00:00,"2024-09-05 00:00:00",17:00:00,0,5934,0,yes,1859,yes,matches
76588,30682,C,5,closed,"2024-09-06 00:00:00",23:58:00,"2024-09-06 00:00:00",23:58:00,0,79873,0,yes,1729,yes,matches
76639,30741,C,5,closed,"2024-09-08 00:00:00",19:06:00,"2024-09-08 00:00:00",19:06:00,0,70325,0,yes,1750,yes,matches
76631,30732,C,5,closed,"2024-09-08 00:00:00",14:00:00,"2024-09-08 00:00:00",14:00:00,0,51581,0,yes,1781,yes,matches
76662,30770,C,5,closed,"2024-09-10 00:00:00",19:03:28,"2024-09-10 00:00:00",19:03:28,0,51582,0,yes,1781,yes,matches
76657,30763,C,5,closed,"2024-09-10 00:00:00",13:22:05,"2024-09-10 00:00:00",13:22:05,0,13588,0,yes,1860,yes,matches
76679,30788,C,5,closed,"2024-09-11 00:00:00",16:44:05,"2024-09-11 00:00:00",16:44:05,0,7148,0,yes,1862,yes,matches
76678,30787,C,5,closed,"2024-09-11 00:00:00",16:19:42,"2024-09-11 00:00:00",16:19:42,0,87428,0,yes,1786,yes,matches
76705,30819,C,5,closed,"2024-09-12 00:00:00",23:55:09,"2024-09-12 00:00:00",23:55:09,0,55781,0,yes,1780,yes,matches
76732,30854,C,5,closed,"2024-09-14 00:00:00",22:17:24,"2024-09-14 00:00:00",22:17:24,0,66117,0,yes,1754,yes,matches
76717,30836,C,5,closed,"2024-09-14 00:00:00",10:00:00,"2024-09-14 00:00:00",10:00:00,0,30141,0,yes,1854,yes,matches
76757,30885,C,5,closed,"2024-09-16 00:00:00",16:00:00,"2024-09-16 00:00:00",16:00:00,0,55847,0,yes,1790,yes,matches
76785,30918,C,5,closed,"2024-09-18 00:00:00",12:13:00,"2024-09-18 00:00:00",12:13:00,0,101621,0,yes,1808,yes,matches
76840,30982,C,5,closed,"2024-09-20 00:00:00",23:00:00,"2024-09-20 00:00:00",23:00:00,0,47756,0,yes,1778,yes,matches
76856,31002,C,5,closed,"2024-09-21 00:00:00",21:31:22,"2024-09-21 00:00:00",21:31:22,0,36617,0,yes,1822,yes,matches
76925,31083,C,5,closed,"2024-09-25 00:00:00",19:59:30,"2024-09-25 00:00:00",19:59:30,0,93740,93812,yes,1762,yes,matches
76919,31074,C,5,closed,"2024-09-25 00:00:00",13:53:00,"2024-09-25 00:00:00",13:53:00,0,38995,0,yes,1829,yes,matches
76910,31064,C,5,closed,"2024-09-25 00:00:00",14:00:00,"2024-09-25 00:00:00",14:00:00,0,29054,0,yes,1853,yes,matches
76939,31098,C,5,closed,"2024-09-26 00:00:00",21:01:00,"2024-09-26 00:00:00",21:01:00,0,62485,0,yes,1758,yes,matches
76932,31090,C,5,closed,"2024-09-26 00:00:00",10:00:00,"2024-09-26 00:00:00",10:00:00,0,29137,29193,yes,1853,yes,matches
76961,31125,C,5,closed,"2024-09-27 00:00:00",13:30:00,"2024-09-27 00:00:00",13:30:00,0,67201,0,yes,1801,yes,matches
76976,31143,C,5,closed,"2024-09-28 00:00:00",10:00:00,"2024-09-28 00:00:00",10:00:00,0,70014,0,yes,1773,yes,matches
77016,31194,C,5,closed,"2024-09-30 00:00:00",17:30:00,"2024-09-30 00:00:00",17:30:00,0,112561,0,yes,1731,yes,matches
77014,31192,C,5,closed,"2024-09-30 00:00:00",16:00:00,"2024-09-30 00:00:00",16:00:00,0,10815,0,yes,1849,yes,matches
77031,31212,C,5,closed,"2024-10-01 00:00:00",14:00:00,"2024-10-01 00:00:00",14:00:00,0,95942,0,yes,1846,yes,matches
77051,31236,C,5,closed,"2024-10-02 00:00:00",12:42:41,"2024-10-02 00:00:00",12:42:41,0,73240,73271,yes,1750,yes,matches
77099,31292,C,5,closed,"2024-10-04 00:00:00",22:00:00,"2024-10-04 00:00:00",22:00:00,0,74690,0,yes,1774,yes,matches
77115,31310,C,5,closed,"2024-10-05 00:00:00",14:39:06,"2024-10-05 00:00:00",14:39:06,0,57600,0,yes,1780,yes,matches
77149,31351,C,5,closed,"2024-10-06 00:00:00",19:00:00,"2024-10-06 00:00:00",19:00:00,0,26087,0,yes,1844,yes,matches
77142,31343,C,5,closed,"2024-10-06 00:00:00",16:00:00,"2024-10-06 00:00:00",16:00:00,0,26087,0,yes,1844,yes,matches
77233,31455,C,5,closed,"2024-10-11 00:00:00",15:30:00,"2024-10-11 00:00:00",15:30:00,0,102702,0,yes,1732,yes,matches
77241,31464,C,5,closed,"2024-10-12 00:00:00",09:00:00,"2024-10-12 00:00:00",09:00:00,0,6498,0,yes,1857,yes,matches
77324,31557,C,5,closed,"2024-10-16 00:00:00",21:00:00,"2024-10-16 00:00:00",21:00:00,0,72029,0,yes,1773,yes,matches
77320,31552,C,5,closed,"2024-10-16 00:00:00",16:30:00,"2024-10-16 00:00:00",16:30:00,0,34546,0,yes,1840,yes,matches
77341,31579,C,5,closed,"2024-10-17 00:00:00",19:55:51,"2024-10-17 00:00:00",19:55:51,0,72934,0,yes,1776,yes,matches
77423,31681,C,5,closed,"2024-10-22 00:00:00",16:00:00,"2024-10-22 00:00:00",16:00:00,0,27772,0,yes,1844,yes,matches
77462,31725,C,5,closed,"2024-10-24 00:00:00",14:30:00,"2024-10-24 00:00:00",14:30:00,0,84973,0,yes,1729,yes,matches
77461,31724,C,5,closed,"2024-10-24 00:00:00",14:30:00,"2024-10-24 00:00:00",14:30:00,0,82014,0,yes,1737,yes,matches
77450,31711,C,5,closed,"2024-10-24 00:00:00",10:00:00,"2024-10-24 00:00:00",10:00:00,0,7875,0,yes,1857,yes,matches
77504,31775,C,5,closed,"2024-10-26 00:00:00",12:00:00,"2024-10-26 00:00:00",12:00:00,0,90337,0,yes,1738,yes,matches
77527,31800,C,5,closed,"2024-10-27 00:00:00",16:00:00,"2024-10-27 00:00:00",16:00:00,0,90338,0,yes,1738,yes,matches
77631,31928,C,5,closed,"2024-11-01 00:00:00",22:00:00,"2024-11-01 00:00:00",22:00:00,0,81405,0,yes,1752,yes,matches
77650,31949,C,5,closed,"2024-11-02 00:00:00",22:00:00,"2024-11-02 00:00:00",22:00:00,0,54347,0,yes,1781,yes,matches
77652,31953,C,5,closed,"2024-11-02 00:00:00",22:15:00,"2024-11-02 00:00:00",22:15:00,0,60472,0,yes,1780,yes,matches
77690,31996,C,5,closed,"2024-11-04 00:00:00",21:45:00,"2024-11-04 00:00:00",21:45:00,0,16208,0,yes,1863,yes,matches
77676,31979,C,5,closed,"2024-11-04 00:00:00",12:30:00,"2024-11-04 00:00:00",12:30:00,0,44557,0,yes,1803,yes,matches
77694,32001,C,5,closed,"2024-11-05 00:00:00",11:00:00,"2024-11-05 00:00:00",11:00:00,0,46542,0,yes,1816,yes,matches
77667,31969,C,5,closed,"2024-11-05 00:00:00",04:30:00,"2024-11-05 00:00:00",04:30:00,0,45058,0,yes,1789,yes,matches
77715,32027,C,5,closed,"2024-11-06 00:00:00",17:30:00,"2024-11-06 00:00:00",17:30:00,0,64839,0,yes,1807,yes,matches
77734,32052,C,5,closed,"2024-11-07 00:00:00",20:45:00,"2024-11-07 00:00:00",20:45:00,0,25651,0,yes,1812,yes,matches
77732,32050,C,5,closed,"2024-11-07 00:00:00",19:30:00,"2024-11-07 00:00:00",19:30:00,0,86175,0,yes,1729,yes,matches
77779,32106,C,5,closed,"2024-11-09 00:00:00",22:49:32,"2024-11-09 00:00:00",22:49:32,0,58122,0,yes,1802,yes,matches
77815,32147,C,5,closed,"2024-11-11 00:00:00",18:00:00,"2024-11-11 00:00:00",18:00:00,0,91192,0,yes,1738,yes,matches
77854,32195,C,5,closed,"2024-11-13 00:00:00",17:25:00,"2024-11-13 00:00:00",17:25:00,0,25848,0,yes,1812,yes,matches
77879,32223,C,5,closed,"2024-11-14 00:00:00",20:00:00,"2024-11-14 00:00:00",20:00:00,0,47583,0,yes,1816,yes,matches
77860,32201,C,5,closed,"2024-11-14 00:00:00",15:30:00,"2024-11-14 00:00:00",15:30:00,0,28631,0,yes,1813,yes,matches
77906,32253,C,5,closed,"2024-11-15 00:00:00",23:00:00,"2024-11-15 00:00:00",23:00:00,0,83224,0,yes,1752,yes,matches
77934,32283,C,5,closed,"2024-11-17 00:00:00",16:00:00,"2024-11-17 00:00:00",16:00:00,0,114639,0,yes,1769,yes,matches
77928,32277,C,5,closed,"2024-11-17 00:00:00",10:45:00,"2024-11-17 00:00:00",10:45:00,0,56534,0,yes,1837,yes,matches
77920,32268,C,5,closed,"2024-11-17 00:00:00",16:00:00,"2024-11-17 00:00:00",16:00:00,0,114639,0,yes,1769,yes,matches
77951,32302,C,5,closed,"2024-11-18 00:00:00",10:15:00,"2024-11-18 00:00:00",10:15:00,0,65793,0,yes,1807,yes,matches
78015,32377,C,5,closed,"2024-11-21 00:00:00",15:45:00,"2024-11-21 00:00:00",15:45:00,0,97956,0,yes,1734,yes,matches
78024,32388,C,5,closed,"2024-11-22 00:00:00",10:30:00,"2024-11-22 00:00:00",10:30:00,0,30646,0,yes,1844,yes,matches
78040,32407,C,5,closed,"2024-11-23 00:00:00",10:00:00,"2024-11-23 00:00:00",10:00:00,0,78311,0,yes,1756,yes,matches
78141,32535,C,5,closed,"2024-11-28 00:00:00",22:00:00,"2024-11-28 00:00:00",22:00:00,0,76127,0,yes,1795,yes,matches
78157,32553,C,5,closed,"2024-11-29 00:00:00",15:00:00,"2024-11-29 00:00:00",15:00:00,0,76588,0,yes,1773,yes,matches
78149,32545,C,5,closed,"2024-11-29 00:00:00",10:30:00,"2024-11-29 00:00:00",10:30:00,0,66973,0,yes,1807,yes,matches
78170,32568,C,5,closed,"2024-11-30 00:00:00",10:00:00,"2024-11-30 00:00:00",10:00:00,0,72040,0,yes,1754,yes,matches
78187,32585,C,5,closed,"2024-12-01 00:00:00",10:45:00,"2024-12-01 00:00:00",10:45:00,0,32456,0,yes,1841,yes,matches
78186,32584,C,5,closed,"2024-12-01 00:00:00",10:00:00,"2024-12-01 00:00:00",10:00:00,0,122662,0,yes,1767,yes,matches
78231,32635,C,5,closed,"2024-12-02 00:00:00",22:48:00,"2024-12-02 00:00:00",22:48:00,0,57582,0,yes,1814,yes,matches
78236,32638,C,5,closed,"2024-12-03 00:00:00",10:30:00,"2024-12-03 00:00:00",10:30:00,0,61237,0,yes,1782,yes,matches
78260,32666,C,5,closed,"2024-12-04 00:00:00",14:30:00,"2024-12-04 00:00:00",14:30:00,0,95664,0,yes,1768,yes,matches
78331,32752,C,5,closed,"2024-12-07 00:00:00",15:00:00,"2024-12-07 00:00:00",15:00:00,0,115261,0,yes,1769,yes,matches
78328,32748,C,5,closed,"2024-12-07 00:00:00",09:00:00,"2024-12-07 00:00:00",09:00:00,0,1,1,no,1798,yes,matches
78327,32747,C,5,closed,"2024-12-07 00:00:00",13:25:00,"2024-12-07 00:00:00",13:25:00,0,16748,0,yes,1861,yes,matches
78344,32767,C,5,closed,"2024-12-08 00:00:00",10:50:32,"2024-12-08 00:00:00",10:50:32,0,1,0,yes,1798,yes,matches
78339,32764,C,5,closed,"2024-12-08 00:00:00",10:30:00,"2024-12-08 00:00:00",10:30:00,0,68402,0,yes,1758,yes,matches
78383,32819,C,5,closed,"2024-12-10 00:00:00",14:45:00,"2024-12-10 00:00:00",14:45:00,0,113546,0,yes,1765,yes,matches
78417,32862,C,5,closed,"2024-12-12 00:00:00",16:00:00,"2024-12-12 00:00:00",16:00:00,0,31836,0,yes,1844,yes,matches
78457,32914,C,5,closed,"2024-12-14 00:00:00",20:00:00,"2024-12-14 00:00:00",20:00:00,0,45885,0,yes,1797,yes,matches
78491,32960,C,5,closed,"2024-12-16 00:00:00",22:00:00,"2024-12-16 00:00:00",22:00:00,0,85600,0,yes,1736,yes,matches
78539,33018,C,5,closed,"2024-12-19 00:00:00",11:30:00,"2024-12-19 00:00:00",11:30:00,0,44009,0,yes,1815,yes,matches
2103,33117,T,5,closed,"2024-12-22 00:00:00",23:40:00,"2024-12-22 00:00:00",23:40:00,0,60971,0,yes,1787,yes,matches
78620,33107,C,5,closed,"2024-12-22 00:00:00",20:45:00,"2024-12-22 00:00:00",20:45:00,0,48217,0,yes,1789,yes,matches
78692,33193,C,5,closed,"2024-12-25 00:00:00",14:00:00,"2024-12-25 00:00:00",14:00:00,0,19070,0,yes,1863,yes,matches
78682,33184,C,5,closed,"2024-12-25 00:00:00",09:00:00,"2024-12-25 00:00:00",09:00:00,0,2165,0,yes,1870,yes,matches
78713,33218,C,5,closed,"2024-12-26 00:00:00",12:15:00,"2024-12-26 00:00:00",12:15:00,0,48405,0,yes,1789,yes,matches
78710,33215,C,5,closed,"2024-12-26 00:00:00",11:00:00,"2024-12-26 00:00:00",11:00:00,0,84189,0,yes,1752,yes,matches
78726,33234,C,5,closed,"2024-12-27 00:00:00",15:30:00,"2024-12-27 00:00:00",15:30:00,0,96096,0,yes,1786,yes,matches
78769,33281,C,5,closed,"2024-12-28 00:00:00",22:50:00,"2024-12-28 00:00:00",22:50:00,0,116314,0,yes,1769,yes,matches
2131,33302,T,5,closed,"2024-12-29 00:00:00",20:01:00,"2024-12-29 00:00:00",20:01:00,0,32198,0,yes,1830,yes,matches
78782,33297,C,5,closed,"2024-12-29 00:00:00",17:10:00,"2024-12-29 00:00:00",17:10:00,0,135174,0,yes,1757,yes,matches
78776,33289,C,5,closed,"2024-12-29 00:00:00",12:20:00,"2024-12-29 00:00:00",12:20:00,0,47513,0,yes,1803,yes,matches
2135,33325,U,5,closed,"2024-12-30 00:00:00",16:10:27,"2024-12-30 00:00:00",16:10:27,0,65625,0,yes,1748,yes,matches
2133,33320,U,5,closed,"2024-12-30 00:00:00",13:21:00,"2024-12-30 00:00:00",13:21:00,0,19141,0,yes,1863,yes,matches
78794,33310,C,5,closed,"2024-12-30 00:00:00",11:00:00,"2024-12-30 00:00:00",11:00:00,0,22689,0,yes,1860,yes,matches
2137,33342,U,5,closed,"2024-12-31 00:00:00",13:00:00,"2024-12-31 00:00:00",13:00:00,0,22689,0,yes,1860,yes,matches
78819,33340,C,5,closed,"2024-12-31 00:00:00",11:15:00,"2024-12-31 00:00:00",11:15:00,0,7064,0,yes,1873,yes,matches
78836,33362,C,5,closed,"2025-01-01 00:00:00",09:00:00,"2025-01-01 00:00:00",09:00:00,0,52910,0,yes,1794,yes,matches
78913,33456,C,5,closed,"2025-01-04 00:00:00",10:00:00,"2025-01-04 00:00:00",10:00:00,0,85199,0,yes,1752,yes,matches
78944,33500,C,5,closed,"2025-01-06 00:00:00",08:00:00,"2025-01-06 00:00:00",08:00:00,0,48972,0,yes,1789,yes,matches
79006,33577,C,5,closed,"2025-01-08 00:00:00",21:30:00,"2025-01-08 00:00:00",21:30:00,0,61712,0,yes,1787,yes,matches
78992,33558,C,5,closed,"2025-01-08 00:00:00",12:45:00,"2025-01-08 00:00:00",12:45:00,0,31770,0,yes,1813,yes,matches
79028,33607,C,5,closed,"2025-01-10 00:00:00",10:20:00,"2025-01-10 00:00:00",10:20:00,0,108292,0,yes,1732,yes,matches
79061,33647,C,5,closed,"2025-01-11 00:00:00",18:00:00,"2025-01-11 00:00:00",18:00:00,0,61471,0,yes,1781,yes,matches
79166,33783,C,5,closed,"2025-01-17 00:00:00",13:00:00,"2025-01-17 00:00:00",13:00:00,0,41643,0,yes,1834,yes,matches
79193,33820,C,5,closed,"2025-01-18 00:00:00",19:00:00,"2025-01-18 00:00:00",19:00:00,0,72259,0,yes,1758,yes,matches
79192,33819,C,5,closed,"2025-01-18 00:00:00",18:00:52,"2025-01-18 00:00:00",18:00:52,0,62567,0,yes,1787,yes,matches
79313,33978,C,5,closed,"2025-01-25 00:00:00",11:00:00,"2025-01-25 00:00:00",11:00:00,0,2285,0,yes,1878,yes,matches
79335,34007,C,5,closed,"2025-01-25 00:00:00",20:30:00,"2025-01-25 00:00:00",20:30:00,0,45561,0,yes,1825,yes,matches
79329,34000,C,5,closed,"2025-01-25 00:00:00",19:00:00,"2025-01-25 00:00:00",19:00:00,0,62771,0,yes,1787,yes,matches
79405,34101,C,5,closed,"2025-01-29 00:00:00",20:00:00,"2025-01-29 00:00:00",20:00:00,0,46715,0,yes,1829,yes,matches
79398,34087,C,5,closed,"2025-01-29 00:00:00",12:00:00,"2025-01-29 00:00:00",12:00:00,0,120742,0,yes,1731,yes,matches
79417,34114,C,5,closed,"2025-01-30 00:00:00",13:00:00,"2025-01-30 00:00:00",13:00:00,0,33246,0,yes,1830,yes,matches
79415,34112,C,5,closed,"2025-01-30 00:00:00",13:00:00,"2025-01-30 00:00:00",13:00:00,0,46715,0,yes,1829,yes,matches
79429,34130,C,5,closed,"2025-01-31 00:00:00",07:00:00,"2025-01-31 00:00:00",07:00:00,0,7986,0,yes,1875,yes,matches
79529,34261,C,5,closed,"2025-02-05 00:00:00",09:02:00,"2025-02-05 00:00:00",09:02:00,0,104327,104349,yes,1734,yes,matches
79574,34317,C,5,closed,"2025-02-06 00:00:00",22:15:00,"2025-02-06 00:00:00",22:15:00,0,85740,0,yes,1774,yes,matches
79569,34311,C,5,closed,"2025-02-06 00:00:00",21:00:00,"2025-02-06 00:00:00",21:00:00,0,94158,0,yes,1836,yes,matches
79588,34336,C,5,closed,"2025-02-07 00:00:00",19:00:00,"2025-02-07 00:00:00",19:00:00,0,94158,0,yes,1836,yes,matches
79613,34368,C,5,closed,"2025-02-08 00:00:00",23:00:00,"2025-02-08 00:00:00",23:00:00,0,176,0,yes,1889,yes,matches
79607,34359,C,5,closed,"2025-02-08 00:00:00",20:00:00,"2025-02-08 00:00:00",20:00:00,0,67137,0,yes,1748,yes,matches
79606,34358,C,5,closed,"2025-02-08 00:00:00",19:20:00,"2025-02-08 00:00:00",19:20:00,0,66942,0,yes,1743,yes,matches
79636,34395,C,5,closed,"2025-02-09 00:00:00",21:39:00,"2025-02-09 00:00:00",21:39:00,0,35267,0,yes,1841,yes,matches
79644,34405,C,5,closed,"2025-02-10 00:00:00",17:00:00,"2025-02-10 00:00:00",17:00:00,0,104671,0,yes,1734,yes,matches
79674,34442,C,5,closed,"2025-02-11 00:00:00",20:00:00,"2025-02-11 00:00:00",20:00:00,0,104677,0,yes,1762,yes,matches
79671,34439,C,5,closed,"2025-02-11 00:00:00",23:15:00,"2025-02-11 00:00:00",23:15:00,0,222,0,yes,1890,yes,matches
79725,34506,C,5,closed,"2025-02-14 00:00:00",11:00:00,"2025-02-14 00:00:00",11:00:00,0,48419,0,yes,1840,yes,matches
79779,34573,C,5,closed,"2025-02-16 00:00:00",18:50:00,"2025-02-16 00:00:00",18:50:00,0,53318,0,yes,1793,yes,matches
79810,34615,C,5,closed,"2025-02-17 00:00:00",20:15:00,"2025-02-17 00:00:00",20:15:00,0,67769,0,yes,1748,yes,matches
79798,34597,C,5,closed,"2025-02-17 00:00:00",14:00:00,"2025-02-17 00:00:00",14:00:00,0,20627,0,yes,1861,yes,matches
79849,34663,C,5,closed,"2025-02-19 00:00:00",19:30:00,"2025-02-19 00:00:00",19:30:00,0,4030,0,yes,1880,yes,matches
79869,34688,C,5,closed,"2025-02-20 00:00:00",14:40:00,"2025-02-20 00:00:00",14:40:00,0,16746,0,yes,1857,yes,matches
79905,34737,C,5,closed,"2025-02-22 00:00:00",10:15:00,"2025-02-22 00:00:00",10:15:00,0,67789,0,yes,1743,yes,matches
79897,34727,C,5,closed,"2025-02-22 00:00:00",07:20:00,"2025-02-22 00:00:00",07:20:00,0,68031,0,yes,1748,yes,matches
79939,34779,C,5,closed,"2025-02-23 00:00:00",23:48:00,"2025-02-23 00:00:00",23:48:00,0,85668,0,yes,1800,yes,matches
80009,34871,C,5,closed,"2025-02-27 00:00:00",21:00:00,"2025-02-27 00:00:00",21:00:00,0,46840,0,yes,1809,yes,matches
80026,34892,C,5,closed,"2025-02-28 00:00:00",17:30:00,"2025-02-28 00:00:00",17:30:00,0,71555,0,yes,1742,yes,matches
80051,34930,C,5,closed,"2025-03-02 00:00:00",20:00:00,"2025-03-02 00:00:00",20:00:00,0,2725,0,yes,1886,yes,matches
80170,35084,C,5,closed,"2025-03-09 00:00:00",17:00:00,"2025-03-09 00:00:00",17:00:00,0,96111,0,yes,1836,yes,matches
80198,35123,C,5,closed,"2025-03-11 00:00:00",16:00:00,"2025-03-11 00:00:00",16:00:00,0,46052,0,yes,1826,yes,matches
80243,35185,C,5,closed,"2025-03-14 00:00:00",10:00:00,"2025-03-14 00:00:00",10:00:00,0,88799,0,yes,1774,yes,matches
80266,35220,C,5,closed,"2025-03-15 00:00:00",21:02:31,"2025-03-15 00:00:00",21:02:31,0,69056,0,yes,1743,yes,matches
80264,35217,C,5,closed,"2025-03-15 00:00:00",20:00:00,"2025-03-15 00:00:00",20:00:00,0,43055,0,yes,1806,yes,matches
80316,35292,C,5,closed,"2025-03-19 00:00:00",15:55:00,"2025-03-19 00:00:00",15:55:00,0,1,0,yes,1836,yes,matches
80334,35314,C,5,closed,"2025-03-20 00:00:00",19:30:00,"2025-03-20 00:00:00",19:30:00,0,18782,0,yes,1872,yes,matches
80348,35336,C,5,closed,"2025-03-22 00:00:00",00:15:00,"2025-03-22 00:00:00",00:15:00,0,100745,0,yes,1729,yes,matches
80389,35393,C,5,closed,"2025-03-24 00:00:00",20:00:00,"2025-03-24 00:00:00",20:00:00,0,2779,0,yes,1884,yes,matches
80402,35411,C,5,closed,"2025-03-25 00:00:00",20:30:00,"2025-03-25 00:00:00",20:30:00,0,4548,0,yes,1888,yes,matches
80451,35472,C,5,closed,"2025-03-28 00:00:00",18:40:00,"2025-03-28 00:00:00",18:40:00,0,3034,0,yes,1884,yes,matches
80502,35530,C,5,closed,"2025-03-30 00:00:00",18:45:00,"2025-03-30 00:00:00",18:45:00,0,43579,0,yes,1806,yes,matches
80514,35544,C,5,closed,"2025-03-31 00:00:00",09:00:00,"2025-03-31 00:00:00",09:00:00,0,164972,0,yes,1771,yes,matches
80511,35541,C,5,closed,"2025-03-31 00:00:00",10:00:00,"2025-03-31 00:00:00",10:00:00,0,39366,0,yes,1841,yes,matches
80507,35536,C,5,closed,"2025-03-31 00:00:00",12:00:00,"2025-03-31 00:00:00",12:00:00,0,3504,0,yes,1884,yes,matches
80590,35631,C,5,closed,"2025-04-02 00:00:00",22:54:23,"2025-04-02 00:00:00",22:54:23,0,15275,0,yes,1859,yes,matches
80647,35706,C,5,closed,"2025-04-05 00:00:00",18:40:00,"2025-04-05 00:00:00",18:40:00,0,103807,0,yes,1738,yes,matches
80643,35701,C,5,closed,"2025-04-05 00:00:00",18:00:00,"2025-04-05 00:00:00",18:00:00,0,66986,0,yes,1781,yes,matches
80655,35714,C,5,closed,"2025-04-06 00:00:00",13:00:00,"2025-04-06 00:00:00",13:00:00,0,91290,0,yes,1801,yes,matches
80640,35696,C,5,closed,"2025-04-06 00:00:00",12:00:00,"2025-04-06 00:00:00",12:00:00,0,67874,0,yes,1837,yes,matches
80680,35742,C,5,closed,"2025-04-07 00:00:00",13:00:00,"2025-04-07 00:00:00",13:00:00,0,15684,0,yes,1859,yes,matches
80700,35767,C,5,closed,"2025-04-08 00:00:00",09:15:52,"2025-04-08 00:00:00",09:15:52,0,92010,0,yes,1799,yes,matches
80744,35828,C,5,closed,"2025-04-10 00:00:00",23:27:46,"2025-04-10 00:00:00",23:27:46,0,65276,0,yes,1814,yes,matches
80770,35861,C,5,closed,"2025-04-12 00:00:00",11:33:00,"2025-04-12 00:00:00",11:33:00,0,8571,0,yes,1870,yes,matches
80786,35883,C,5,closed,"2025-04-12 00:00:00",22:00:00,"2025-04-12 00:00:00",22:00:00,0,117419,0,yes,1808,yes,matches
80779,35874,C,5,closed,"2025-04-12 00:00:00",16:57:50,"2025-04-12 00:00:00",16:57:50,0,110110,0,yes,1734,yes,matches
80846,35955,C,5,closed,"2025-04-16 00:00:00",22:00:00,"2025-04-16 00:00:00",22:00:00,0,9254,0,yes,1881,yes,matches
80902,36022,C,5,closed,"2025-04-18 00:00:00",13:00:00,"2025-04-18 00:00:00",13:00:00,0,79285,79285,no,1798,yes,matches
80935,36069,C,5,closed,"2025-04-19 00:00:00",21:00:00,"2025-04-19 00:00:00",21:00:00,0,39233,0,yes,1798,yes,matches
80948,36087,C,5,closed,"2025-04-20 00:00:00",17:30:00,"2025-04-20 00:00:00",17:30:00,0,18138,0,yes,1892,yes,matches
80968,36111,C,5,closed,"2025-04-21 00:00:00",21:00:00,"2025-04-21 00:00:00",21:00:00,0,121198,0,yes,1731,yes,matches
80957,36098,C,5,closed,"2025-04-21 00:00:00",09:45:00,"2025-04-21 00:00:00",09:45:00,0,17272,0,yes,1864,yes,matches
80981,36124,C,5,closed,"2025-04-22 00:00:00",14:00:00,"2025-04-22 00:00:00",14:00:00,0,1,0,yes,1748,yes,matches
81066,36228,C,5,closed,"2025-04-26 00:00:00",18:30:00,"2025-04-26 00:00:00",18:30:00,0,58739,0,yes,1793,yes,matches
81079,36243,C,5,closed,"2025-04-27 00:00:00",12:45:00,"2025-04-27 00:00:00",12:45:00,0,92876,0,yes,1752,yes,matches
81075,36239,C,5,closed,"2025-04-27 00:00:00",11:45:00,"2025-04-27 00:00:00",11:45:00,0,102491,0,yes,1786,yes,matches
81117,36295,C,5,closed,"2025-04-29 00:00:00",18:25:00,"2025-04-29 00:00:00",18:25:00,0,101165,0,yes,1784,yes,matches
81142,36323,C,5,closed,"2025-04-30 00:00:00",22:29:39,"2025-04-30 00:00:00",22:29:39,0,6594,0,yes,1884,yes,matches
81139,36320,C,5,closed,"2025-04-30 00:00:00",21:38:35,"2025-04-30 00:00:00",21:38:35,0,26879,26879,no,1852,yes,matches
81135,36316,C,5,closed,"2025-04-30 00:00:00",22:50:00,"2025-04-30 00:00:00",22:50:00,0,78116,0,yes,1742,yes,matches
81134,36315,C,5,closed,"2025-04-30 00:00:00",19:40:00,"2025-04-30 00:00:00",19:40:00,0,106388,0,yes,1768,yes,matches
81125,36304,C,5,closed,"2025-04-30 00:00:00",13:20:00,"2025-04-30 00:00:00",13:20:00,0,78030,0,yes,1742,yes,matches
81164,36353,C,5,closed,"2025-05-01 00:00:00",23:49:00,"2025-05-01 00:00:00",23:49:00,0,51767,0,yes,1797,yes,matches
81181,36373,C,5,closed,"2025-05-03 00:00:00",09:00:00,"2025-05-03 00:00:00",09:00:00,0,69545,0,yes,1804,yes,matches
81263,36482,C,5,closed,"2025-05-07 00:00:00",18:06:00,"2025-05-07 00:00:00",18:06:00,0,53074,0,yes,1761,yes,matches
81290,36525,C,5,closed,"2025-05-09 00:00:00",23:19:06,"2025-05-09 00:00:00",23:19:06,0,15,0,yes,1903,yes,matches
81299,36534,C,5,closed,"2025-05-10 00:00:00",14:00:00,"2025-05-10 00:00:00",14:00:00,0,7452,7452,no,1884,yes,matches
81346,36592,C,5,closed,"2025-05-13 00:00:00",15:45:00,"2025-05-13 00:00:00",15:45:00,0,99505,,no,1836,yes,matches
81377,36634,C,5,closed,"2025-05-14 00:00:00",19:00:00,"2025-05-14 00:00:00",19:00:00,0,76728,0,yes,1796,yes,matches
81390,36649,C,5,closed,"2025-05-15 00:00:00",12:30:00,"2025-05-15 00:00:00",12:30:00,0,81,0,yes,1899,yes,matches
81421,36688,C,5,closed,"2025-05-16 00:00:00",20:45:00,"2025-05-16 00:00:00",20:45:00,0,18757,0,yes,1864,yes,matches
81439,36714,C,5,closed,"2025-05-17 00:00:00",15:47:00,"2025-05-17 00:00:00",15:47:00,0,9495,0,yes,1888,yes,matches
